key,en,ar,notes
dataGrid.columns.resetToDefault,Reset to default,إعادة التعيين إلى الافتراضي,
dataGrid.columns.view,View,عرض,
dataGrid.errors.count_one,{{count}} error,{{count}} خطأ,
dataGrid.errors.count_other,{{count}} errors,{{count}} أخطاء,
dataGrid.errors.fixError,Fix error,إصلاح الخطأ,
dataGrid.shortcuts.commands.clear,Clear,مسح,
dataGrid.shortcuts.commands.copy,Copy,نسخ,
dataGrid.shortcuts.commands.delete,Delete,حذف,
dataGrid.shortcuts.commands.edit,Edit,تحرير,
dataGrid.shortcuts.commands.focusCancel,Focus cancel,تركيز على إلغاء,
dataGrid.shortcuts.commands.focusToolbar,Focus toolbar,تركيز على شريط الأدوات,
dataGrid.shortcuts.commands.moveBottom,Move to bottom,تحريك إلى الأسفل,
dataGrid.shortcuts.commands.moveDown,Move down,تحريك لأسفل,
dataGrid.shortcuts.commands.moveLeft,Move left,تحريك لليسار,
dataGrid.shortcuts.commands.moveRight,Move right,تحريك لليمين,
dataGrid.shortcuts.commands.moveTop,Move to top,تحريك إلى الأعلى,
dataGrid.shortcuts.commands.moveUp,Move up,تحريك لأعلى,
dataGrid.shortcuts.commands.paste,Paste,لصق,
dataGrid.shortcuts.commands.redo,Redo,إعادة,
dataGrid.shortcuts.commands.selectColumnDown,Select column down,تحديد عمود لأسفل,
dataGrid.shortcuts.commands.selectColumnUp,Select column up,تحديد عمود لأعلى,
dataGrid.shortcuts.commands.selectDown,Select down,تحديد لأسفل,
dataGrid.shortcuts.commands.selectUp,Select up,تحديد لأعلى,
dataGrid.shortcuts.commands.undo,Undo,تراجع,
dataGrid.shortcuts.label,Shortcuts,الاختصارات,
dateTime.days_one,Day,يوم,
dateTime.days_other,Days,أيام,
dateTime.hours_one,Hour,ساعة,
dateTime.hours_other,Hours,ساعات,
dateTime.minutes_one,Minute,دقيقة,
dateTime.minutes_other,Minutes,دقائق,
dateTime.months_one,Month,شهر,
dateTime.months_other,Months,أشهر,
dateTime.seconds_one,Second,ثانية,
dateTime.seconds_other,Seconds,ثواني,
dateTime.weeks_one,Week,أسبوع,
dateTime.weeks_other,Weeks,أسابيع,
dateTime.years_one,Year,سنة,
dateTime.years_other,Years,سنوات,
draftOrders.cartIdLabel,Cart ID,معرف السلة,
draftOrders.create.addCustomItemAction,Add custom item,إضافة عنصر مخصص,
draftOrders.create.addExistingItemsAction,Add existing items,إضافة العناصر الموجودة,
draftOrders.create.addShippingMethodsAction,Add shipping methods,إضافة طرق الشحن,
draftOrders.create.chooseRegionHint,Choose region,اختر المنطقة,
draftOrders.create.chooseRegionTooltip,Choose a region first,اختر منطقة أولاً,
draftOrders.create.createDraftOrder,Create Draft Order,إنشاء طلب مسودة,
draftOrders.create.createDraftOrderHint,Create a new draft order to manage the details of an order before it is placed.,إنشاء طلب مسودة جديد لإدارة تفاصيل الطلب قبل تقديمه.,
draftOrders.create.customItemsHint,Add custom items to the draft order.,إضافة عناصر مخصصة إلى الطلب المسودة.,
draftOrders.create.customItemsLabel,Custom items,العناصر المخصصة,
draftOrders.create.existingItemsHint,Add existing products to the draft order.,إضافة المنتجات الموجودة إلى الطلب المسودة.,
draftOrders.create.existingItemsLabel,Existing items,العناصر الموجودة,
draftOrders.create.noCustomItemsAddedLabel,No custom items added yet,لم تتم إضافة عناصر مخصصة بعد,
draftOrders.create.noExistingItemsAddedLabel,No existing items added yet,لم تتم إضافة عناصر موجودة بعد,
draftOrders.create.sendNotificationHint,Send a notification to the customer when the draft order is created.,إرسال إشعار إلى العميل عند إنشاء الطلب المسودة.,
draftOrders.create.sendNotificationLabel,Send notification,إرسال إشعار,
draftOrders.create.shippingOptionHint,Choose the shipping option for the draft order.,اختر خيار الشحن للطلب المسودة.,
draftOrders.create.shippingOptionLabel,Shipping option,خيار الشحن,
draftOrders.create.shippingPriceOverrideHint,Override the shipping price for the draft order.,تجاوز سعر الشحن للطلب المسودة.,
draftOrders.create.shippingPriceOverrideLabel,Shipping price override,تجاوز سعر الشحن,
draftOrders.create.unitPriceOverrideLabel,Unit price override,تجاوز سعر الوحدة,
draftOrders.create.useExistingCustomerLabel,Use existing customer,استخدام عميل موجود,
draftOrders.deleteWarning,You are about to delete the draft order {{id}}. This action cannot be undone.,أنت على وشك حذف الطلب المسودة {{id}}. لا يمكن التراجع عن هذا الإجراء.,
draftOrders.domain,Draft Orders,الطلبات المسودة,
draftOrders.list.description,Create a new draft order to get started.,,
draftOrders.list.filtered.description,No draft orders match your filter criteria.,,
draftOrders.list.filtered.heading,No results found,,
draftOrders.list.noRecordsMessage,No draft orders found,,
draftOrders.markAsPaid.label,Mark as paid,وضع علامة مدفوع,
draftOrders.markAsPaid.warningDescription,"You are about to mark the draft order as paid. This action cannot be undone, and collecting payment will not be possible later.",أنت على وشك وضع علامة على الطلب المسودة كمدفوع. لا يمكن التراجع عن هذا الإجراء، ولن يكون جمع الدفع ممكنًا لاحقًا.,
draftOrders.markAsPaid.warningTitle,Mark as Paid,وضع علامة مدفوع,
draftOrders.paymentLinkLabel,Payment link,رابط الدفع,
draftOrders.status.completed,Completed,مكتمل,
draftOrders.status.open,Open,مفتوح,
draftOrders.validation.invalidEmail,Email must be a valid email address.,يجب أن يكون البريد الإلكتروني عنوان بريد إلكتروني صالح.,
draftOrders.validation.requiredEmailOrCustomer,Email or customer is required.,البريد الإلكتروني أو العميل مطلوب.,
draftOrders.validation.requiredItems,At least one item is required.,مطلوب عنصر واحد على الأقل.,
email.editHeader,Edit Email,تحرير البريد الإلكتروني,
email.editLabel,Email,البريد الإلكتروني,
email.label,Email,البريد الإلكتروني,
errorBoundary.backToDashboard,Back to dashboard,العودة إلى لوحة التحكم,
errorBoundary.badRequestMessage,The request could not be understood by the server due to malformed syntax.,لم يتمكن الخادم من فهم الطلب بسبب صيغة غير صحيحة.,
errorBoundary.badRequestTitle,400 - Bad request,400 - طلب غير صالح,
errorBoundary.defaultMessage,An unexpected error occurred while rendering this page.,حدث خطأ غير متوقع أثناء عرض هذه الصفحة.,
errorBoundary.defaultTitle,An error occurred,حدث خطأ,
errorBoundary.internalServerErrorMessage,An unexpected error occurred on the server. Please try again later.,حدث خطأ غير متوقع في الخادم. يرجى المحاولة مرة أخرى لاحقًا.,
errorBoundary.internalServerErrorTitle,500 - Internal server error,500 - خطأ في الخادم الداخلي,
errorBoundary.noMatchMessage,The page you are looking for does not exist.,الصفحة التي تبحث عنها غير موجودة.,
errorBoundary.notFoundMessage,"Check the URL and try again, or use the search bar to find what you are looking for.",تحقق من عنوان URL وحاول مرة أخرى، أو استخدم شريط البحث للعثور على ما تبحث عنه.,
errorBoundary.notFoundTitle,404 - There is no page at this address,404 - لا توجد صفحة في هذا العنوان,
errors.invalidCredentials,Wrong email or password,البريد الإلكتروني أو كلمة المرور غير صحيحة,
errors.serverError,Server error - Try again later.,خطأ في الخادم - حاول مرة أخرى لاحقًا.,
fields.account,Account,الحساب,
fields.address,Address,العنوان,
fields.address2,"Apartment, suite, etc.",الشقة، الجناح، إلخ.,
fields.all,all,الكل,
fields.allowBackorder,Allow backorder,السماح بالطلبات المسبقة,
fields.amount,Amount,المبلغ,
fields.automaticTaxes,Automatic Taxes,الضرائب التلقائية,
fields.availability,Availability,التوافر,
fields.barcode,Barcode,الباركود,
fields.by,By,بواسطة,
fields.categories,Categories,الفئات,
fields.category,Category,الفئة,
fields.city,City,المدينة,
fields.code,Code,الرمز,
fields.collection,Collection,المجموعة,
fields.company,Company,الشركة,
fields.conditions,Conditions,الشروط,
fields.configurations,Configurations,التكوينات,
fields.confirmPassword,Confirm Password,تأكيد كلمة المرور,
fields.countries,Countries,الدول,
fields.country,Country,الدولة,
fields.countryOfOrigin,Country of origin,بلد المنشأ,
fields.created,Created,تم الإنشاء,
fields.createdAt,Created,تم الإنشاء في,
fields.creditTotal,Credit Lines Total,,
fields.currency,Currency,العملة,
fields.customTitle,Custom title,عنوان مخصص,
fields.customer,Customer,العميل,
fields.customer_groups,Customer Groups,مجموعات العملاء,
